pl_hostname,pl_letter,pl_name,st_teff,st_sp,st_lum,st_bmvj,absolute-magnitude
HD 136352,b,HD 136352 b,5664,4.4,-0.004,0.63,4.797224707
HD 136352,c,HD 136352 c,5664,4.4,-0.004,0.63,4.797224707
HD 136352,d,HD 136352 d,5664,4.4,-0.004,0.63,4.797224707
HD 136418,b,HD 136418 b,4989,4.5,,0.937,2.762943538
HD 137388,b,HD 137388 b,5181,5.2,,0.894,5.657116981
HD 13908,b,HD 13908 b,6255,3.8,0.602,0.535,2.99989118
HD 13908,c,HD 13908 c,6255,3.8,0.602,0.535,2.99989118
HD 13931,b,HD 13931 b,5867,4,,0.642,4.215361331
HD 139357,b,HD 139357 b,4700,5,,1.196,0.709202701
HD 1397,b,HD 1397 b,5521,4.5,0.66,0.778,3.272346541
HD 14067,b,HD 14067 b,4815,4.9,1.898,1.025,0.463739739
HD 141399,b,HD 141399 b,5600,5,,0.73,4.406457147
HD 141399,c,HD 141399 c,5600,5,,0.73,4.406457147
HD 141399,d,HD 141399 d,5600,5,,0.73,4.406457147
HD 141399,e,HD 141399 e,5600,5,,0.73,4.406457147
HD 141937,b,HD 141937 b,5870,4.25,,0.622,4.631917905
HD 142,b,HD 142 b,6245,4.1,,0.52,3.607664895
HD 142,c,HD 142 c,6245,4.1,,0.52,3.607664895
HD 142022 A,b,HD 142022 A b,5421,5,,0.79,5.02289641
HD 142245,b,HD 142245 b,4922,5,,1.04,2.684976922
HD 142415,b,HD 142415 b,5940,4.1,,0.632,4.571580674
HD 143105,b,HD 143105 b,6380,3.5,,0.52,3.312355194
HD 143361,b,HD 143361 b,5505,4.6,-0.092,0.773,5.113495608
HD 145377,b,HD 145377 b,6014,4.3,,0.639,4.450391768
HD 145457,b,HD 145457 b,4769,5,,1.042,0.901181369
HD 145934,b,HD 145934 b,,5,,1.05,1.697506278
HD 1461,b,HD 1461 b,5765,4,,0.68,4.617434552
HD 1461,c,HD 1461 c,5765,4,,0.68,4.617434552
HD 147018,b,HD 147018 b,5441,4.9,,0.763,5.134678637
HD 147018,c,HD 147018 c,5441,4.9,,0.763,5.134678637
HD 147379,b,HD 147379 b,4156,6.1,-0.971,1.01,8.734921484
HD 147513,b,HD 147513 b,5883,4.4,-0.01,0.62,4.835368789
HD 14787,b,HD 14787 b,4946,4.5,,0.919,2.242433743
HD 147873,b,HD 147873 b,5972,4.1,0.777,0.575,2.855501636
HD 147873,c,HD 147873 c,5972,4.1,0.777,0.575,2.855501636
HD 148156,b,HD 148156 b,6308,4.1,0.25,0.568,3.901260733
HD 148164,b,HD 148164 b,6032,3.8,0.33,0.589,3.787137016
HD 148164,c,HD 148164 c,6032,3.8,0.33,0.589,3.787137016
HD 148284,b,HD 148284 b,5572,5,0.28,0.751,3.585153558
HD 148427,b,HD 148427 b,5025,5,,0.952,2.623469791
HD 149026,b,HD 149026 b,6179,4,,0.611,3.745075048
HD 149143,b,HD 149143 b,5856,4,0.35,0.68,3.560632359
HD 1502,b,HD 1502 b,4947,5,,0.92,1.943946294
HD 150706,b,HD 150706 b,5961,4,,0.61,4.761835263
HD 152079,b,HD 152079 b,5726,4.6,0.107,0.711,4.575993091
HD 152581,b,HD 152581 b,5027,5,,0.9,2.272407198
HD 153950,b,HD 153950 b,6124,3.8,,0.552,3.960396039
HD 154345,b,HD 154345 b,5468,4.8,,0.73,5.448931473
HD 154672,b,HD 154672 b,5743,4.3,,0.713,4.153130515
HD 154857,b,HD 154857 b,5589,4.5,,0.697,3.222080557
HD 154857,c,HD 154857 c,5589,4.5,,0.697,3.222080557
HD 155233,b,HD 155233 b,4960,5.1,1.129,1.025,2.438933056
HD 155358,b,HD 155358 b,5905,4,,0.55,4.102657722
HD 155358,c,HD 155358 c,5905,4,,0.55,4.102657722
HD 156279,b,HD 156279 b,5453,4.6,,0.803,5.30465833
HD 156279,c,HD 156279 c,5453,4.6,,0.803,5.30465833
HD 156411,b,HD 156411 b,5900,3.8,0.731,0.601,2.895150097
HD 156668,b,HD 156668 b,4850,5.3,0.23,1,6.487505172
HD 156846,b,HD 156846 b,6090,4.1,,0.557,3.108860517
HD 158038,b,HD 158038 b,4860,5,,1.04,2.748640792
HD 158996,b,HD 158996 b,4069,5.5,3.015,1.513,-1.636475123
HD 159243,b,HD 159243 b,6123,4,0.114,0.546,4.31574538
HD 159243,c,HD 159243 c,6123,4,0.114,0.546,4.31574538
HD 159868,b,HD 159868 b,5534,4.5,,0.717,3.50138769
HD 159868,c,HD 159868 c,5534,4.5,,0.717,3.50138769
HD 1605,b,HD 1605 b,4915,5.1,0.81,0.961,2.772318133
HD 1605,c,HD 1605 c,4915,5.1,0.81,0.961,2.772318133
HD 160691,b,HD 160691 b,5807,4.5,,0.7,4.182985485
HD 160691,c,HD 160691 c,5807,4.5,,0.7,4.182985485
HD 160691,d,HD 160691 d,5807,4.5,,0.7,4.182985485
HD 160691,e,HD 160691 e,5807,4.5,,0.7,4.182985485
HD 16141,b,HD 16141 b,5757,4.5,,0.67,3.940818294
HD 16175,b,HD 16175 b,5981,4,,0.66,3.392691879
HD 162020,b,HD 162020 b,4723,5.3,,0.964,6.653724158
HD 163607,b,HD 163607 b,5522,4.5,,0.777,3.840011614
HD 163607,c,HD 163607 c,5522,4.5,,0.777,3.840011614
HD 16417,b,HD 16417 b,,4.1,,0.653,3.754976675
HD 164509,b,HD 164509 b,5859,4.5,0.12,0.665,4.470850048
HD 164595,b,HD 164595 b,5790,4.2,,0.635,4.842602974
HD 164604,b,HD 164604 b,,5.2,,1.39,6.721967826
HD 164922,b,HD 164922 b,5372,4.9,,0.8,5.26509293
HD 164922,c,HD 164922 c,5372,4.9,,0.8,5.26509293
HD 165155,b,HD 165155 b,5426,4.8,-0.155,1.018,5.296101465
HD 1666,b,HD 1666 b,6317,3.7,0.73,0.53,2.804892728
HD 166724,b,HD 166724 b,5127,5,-0.509,0.857,6.068788293
HD 167042,b,HD 167042 b,4943,5.1,1,0.94,2.456907704
HD 168443,b,HD 168443 b,5491,4.5,,0.735,3.924688998
HD 168443,c,HD 168443 c,5491,4.5,,0.735,3.924688998
HD 168746,b,HD 168746 b,5570,4.5,,0.718,4.849489621
HD 1690,b,HD 1690 b,4374,5.1,,1.354,-0.260676239
HD 169830,b,HD 169830 b,6299,3.8,0.662,0.505,3.023751926
HD 169830,c,HD 169830 c,6299,3.8,0.662,0.505,3.023751926
HD 170469,b,HD 170469 b,5842,4.5,,0.684,4.309133782
HD 17092,b,HD 17092 b,4326,5,,1.267,0.924399599
HD 171028,b,HD 171028 b,5671,4,,0.642,3.538787453
HD 171238,b,HD 171238 b,5440,4.8,-0.09,0.767,5.350219652
HD 17156,b,HD 17156 b,6040,4,,0.617,3.796693683
HD 173416,b,HD 173416 b,4683,4.8,1.892,1.057,0.442972686
HD 175167,b,HD 175167 b,5635,4.5,,0.751,3.746685278
HD 175541,b,HD 175541 b,5013,4.8,,0.9,2.448947359
HD 175607,b,HD 175607 b,5392,4.6,,0.7,5.330947528
HD 17674,b,HD 17674 b,5904,4,,0.58,4.319176107
HD 176986,b,HD 176986 b,4931,5.2,-0.48,0.94,6.198995056
HD 176986,c,HD 176986 c,4931,5.2,-0.48,0.94,6.198995056
HD 177565,b,HD 177565 b,,4.8,,0.72,5.016715209
HD 177830,b,HD 177830 b,4901,5,,1.091,3.184437335
HD 177830,c,HD 177830 c,4901,5,,1.091,3.184437335
HD 178911 B,b,HD 178911 B b,5588,4.5,,0.753,4.43151071
HD 179079,b,HD 179079 b,5646,4.5,0.38,0.744,3.729167948
HD 179949,b,HD 179949 b,6168,3.8,,0.54,4.054916358
HD 180053,b,HD 180053 b,5131,5,,0.912,2.237065647
HD 18015,b,HD 18015 b,5603,4.6,,0.668,2.418692786
HD 180314,b,HD 180314 b,4924,5,,1.019,1.162185003
HD 180902,b,HD 180902 b,4961,5,,0.934,2.676329573
HD 181342,b,HD 181342 b,4945,5,,1.02,2.330831729
HD 181433,b,HD 181433 b,4918,5.3,,1.04,6.2512386
HD 181433,c,HD 181433 c,4918,5.3,,1.04,6.2512386
HD 181433,d,HD 181433 d,4918,5.3,,1.04,6.2512386
HD 181720,b,HD 181720 b,5736,4.1,,0.585,3.947053358
HD 183263,b,HD 183263 b,5948,4.2,,0.651,4.187800805
HD 183263,c,HD 183263 c,5948,4.2,,0.651,4.187800805
HD 185269,b,HD 185269 b,5923,4,,0.598,3.087062112
HD 187085,b,HD 187085 b,6075,4,2.13,0.567,3.9020999
HD 187123,b,HD 187123 b,5830,4.3,0.13,0.656,4.517266928
HD 187123,c,HD 187123 c,5830,4.3,0.13,0.656,4.517266928
HD 18742,b,HD 18742 b,4940,4.9,,0.94,1.744138455
HD 188015,b,HD 188015 b,5746,4.5,,0.721,4.707247686
HD 189733,b,HD 189733 b,5052,5.2,,0.93,6.188868564
HD 190360,b,HD 190360 b,5552,4.6,,0.72,4.70804334
HD 190360,c,HD 190360 c,5552,4.6,,0.72,4.70804334
HD 190647,b,HD 190647 b,5640,4.5,,0.764,4.090628192
HD 190984,b,HD 190984 b,5988,3.8,0.43,0.554,2.896839417
HD 191806,b,HD 191806 b,6010,5,0.348,0.64,3.993200568
HD 192263,b,HD 192263 b,4976,5.2,,0.938,6.323187226
HD 192310,b,HD 192310 b,5166,5.3,-0.415,0.878,6.007586639
HD 192310,c,HD 192310 c,5166,5.3,-0.415,0.878,6.007586639
HD 192699,b,HD 192699 b,5041,4.8,,0.867,2.153035945
HD 195019,b,HD 195019 b,5751,4.3,,0.66,3.987717338
HD 196050,b,HD 196050 b,5879,4.4,,0.67,3.972819767
HD 196067,b,HD 196067 b,6017,4.1,0.572,0.62,3.020786051
HD 196885,b,HD 196885 b,6254,3.8,0.38,0.559,3.72786947
HD 197037,b,HD 197037 b,6150,3.7,,0.519,4.216430301
HD 19994,b,HD 19994 b,6188,4,,0.57,3.295230441
HD 20003,b,HD 20003 b,5494,4.8,-0.143,0.77,5.182629447
HD 20003,c,HD 20003 c,5494,4.8,-0.143,0.77,5.182629447
HD 200964,b,HD 200964 b,4982,4.8,,0.891,2.171133516
HD 200964,c,HD 200964 c,4982,4.8,,0.891,2.171133516
HD 202206,c,HD 202206 c,5760,4.6,,0.714,4.789943017
HD 202696,b,HD 202696 b,5040,5,1.369,1.003,1.8412665
HD 202696,c,HD 202696 c,5040,5,1.369,1.003,1.8412665
HD 202772 A,b,HD 202772 A b,6272,,0.971,,
HD 203030,b,HD 203030 b,,4.8,,0.781,5.453589856
HD 203473,b,HD 203473 b,5780,4.5,0.25,0.663,3.919641403
HD 2039,b,HD 2039 b,5945,4.25,,0.66,4.330034181
HD 204313,b,HD 204313 b,5783,4.5,,0.695,4.590136529
HD 204313,c,HD 204313 c,5783,4.5,,0.695,4.590136529
HD 204941,b,HD 204941 b,5026,5.15,,0.88,6.157566181
HD 205739,b,HD 205739 b,6176,3.7,0.36,0.54,3.723664542
HD 206610,b,HD 206610 b,4842,5,,1.032,2.491921689
HD 20781,b,HD 20781 b,5256,5,-0.31,0.82,5.736824701
HD 20781,c,HD 20781 c,5256,5,-0.31,0.82,5.736824701
HD 20781,d,HD 20781 d,5256,5,-0.31,0.82,5.736824701
HD 20781,e,HD 20781 e,5256,5,-0.31,0.82,5.736824701
HD 20782,b,HD 20782 b,5790,4.3,,0.63,4.648858235
HD 207832,b,HD 207832 b,5726,4.5,-0.11,0.691,4.924636084
HD 207832,c,HD 207832 c,5726,4.5,-0.11,0.691,4.924636084
HD 20794,b,HD 20794 b,5401,4.8,,0.71,5.379243748
HD 20794,c,HD 20794 c,5401,4.8,,0.71,5.379243748
HD 20794,d,HD 20794 d,5401,4.8,,0.71,5.379243748
HD 20794,e,HD 20794 e,5401,4.8,,0.71,5.379243748
HD 208487,b,HD 208487 b,6067,4.2,,0.552,4.253736618
HD 208527,b,HD 208527 b,4035,6.1,,,-1.087965154
HD 20868,b,HD 20868 b,4802,5.35,,1.037,6.473455704
HD 208897,b,HD 208897 b,4860,5,1.09,1.01,2.456149944
HD 209458,b,HD 209458 b,6091,3.8,,0.579,4.209119563
HD 210277,b,HD 210277 b,5538,4.9,,0.75,4.887082751
HD 210702,b,HD 210702 b,4951,5.1,,0.95,2.256800805
HD 211810,b,HD 211810 b,5652,4.5,0.07,0.732,4.5334658
HD 212301,b,HD 212301 b,6239,3.8,,0.55,4.089201194
HD 212771,b,HD 212771 b,5003,4.8,,0.885,2.363430921
HD 213240,b,HD 213240 b,5979,4.05,,0.611,3.754321875
HD 214823,b,HD 214823 b,5933,4,0.67,0.631,3.024249473
HD 215152,b,HD 215152 b,4935,5.3,,0.99,6.436726166
HD 215152,c,HD 215152 c,4935,5.3,,0.99,6.436726166
HD 215152,d,HD 215152 d,4935,5.3,,0.99,6.436726166
HD 215152,e,HD 215152 e,4935,5.3,,0.99,6.436726166
HD 215497,b,HD 215497 b,5110,5.3,,0.95,5.917904743
HD 215497,c,HD 215497 c,5110,5.3,,0.95,5.917904743
HD 216435,b,HD 216435 b,5999,4,,0.62,3.436772378
HD 216437,b,HD 216437 b,5887,4.25,0.35,0.66,3.91663056
HD 216536,b,HD 216536 b,4639,5,,1.19,1.329197083
HD 216770,b,HD 216770 b,5399,5,,0.847,5.270669679
HD 21693,b,HD 21693 b,5430,4.8,-0.208,0.76,5.398615778
HD 21693,c,HD 21693 c,5430,4.8,-0.208,0.76,5.398615778
HD 217107,b,HD 217107 b,5622,4.8,,0.74,4.647263138
HD 217107,c,HD 217107 c,5622,4.8,,0.74,4.647263138
HD 217786,b,HD 217786 b,5966,3.8,0.276,0.578,4.106097208
HD 217850,b,HD 217850 b,5544,4.8,0.1,0.791,4.425572927
HD 218566,b,HD 218566 b,4730,5.3,,1.013,6.327270913
HD 219077,b,HD 219077 b,5362,4.8,0.425,0.78,3.792342215
HD 219134,b,HD 219134 b,4699,5.3,-0.577,0.99,6.4887935
HD 219134,c,HD 219134 c,4699,5.3,-0.577,0.99,6.4887935
HD 219134,d,HD 219134 d,4699,5.3,-0.577,0.99,6.4887935
HD 219134,f,HD 219134 f,4699,5.3,-0.577,0.99,6.4887935
HD 219134,g,HD 219134 g,4699,5.3,-0.577,0.99,6.4887935
HD 219134,h,HD 219134 h,4699,5.3,-0.577,0.99,6.4887935
HD 219415,b,HD 219415 b,4820,5,0.62,1.002,2.790567354
HD 219666,b,HD 219666 b,5527,,,,
HD 219828,b,HD 219828 b,5807,4,0.42,0.654,3.582312712
HD 219828,c,HD 219828 c,5807,4,0.42,0.654,3.582312712
HD 220074,b,HD 220074 b,3787,6.2,,,-1.175459699
HD 220689,b,HD 220689 b,5921,4.3,0.093,0.598,4.400284574
HD 220773,b,HD 220773 b,5940,3.9,,0.632,3.6420196
HD 220842,b,HD 220842 b,5960,3.8,,0.58,4.010599913
HD 221287,b,HD 221287 b,6304,3.7,0.22,0.505,4.065672137
HD 221585,b,HD 221585 b,5620,4.8,0.422,0.77,3.72638769
HD 222076,b,HD 222076 b,4806,5,0.929,1.03,2.850567623
HD 222155,b,HD 222155 b,5701,4.2,,0.645,3.589816969
HD 222582,b,HD 222582 b,5790,4.5,,0.65,4.552923239
HD 224538,b,HD 224538 b,6097,3.9,0.47,0.581,3.60621874
HD 224693,b,HD 224693 b,5894,4.2,0.61,0.639,3.370143618
HD 22781,b,HD 22781 b,5027,5.1,,0.861,6.197914631
HD 23079,b,HD 23079 b,5974,3.9,,0.58,4.495424262
HD 23127,b,HD 23127 b,5773,4.2,,0.707,3.681821133
HD 231701,b,HD 231701 b,6101,3.8,0.47,0.539,3.778489139
HD 233604,b,HD 233604 b,4791,5.5,1.75,,0.711825877
HD 23472,b,HD 23472 b,,5.4,-0.636,1.079,6.764227225
HD 23472,c,HD 23472 c,,5.4,-0.636,1.079,6.764227225
HD 23596,b,HD 23596 b,6040,3.8,,0.608,3.663983282
HD 238914,b,HD 238914 b,4769,5.7,1.85,1.025,0.179958243
HD 240210,b,HD 240210 b,4297,5.3,1.55,,2.555446771
HD 240237,b,HD 240237 b,3926,5.2,,1.682,-1.717190183
HD 24040,b,HD 24040 b,5802,4,,0.677,4.147345763
HD 24064,b,HD 24064 b,4052,5,,1.513,-0.361307254
HD 25171,b,HD 25171 b,6160,3.8,0.276,0.554,4.060724024
HD 2638,b,HD 2638 b,5186,4.5,,0.955,5.671213383
HD 26965,b,HD 26965 b,5072,5,,0.82,5.917847318
HD 27442,b,HD 27442 b,4846,5.15,,1.08,3.130119043
HD 27631,b,HD 27631 b,5737,4.3,-0.056,0.672,4.732571393
HD 27894,b,HD 27894 b,,5.2,,1.042,6.137666905
HD 27894,c,HD 27894 c,,5.2,,1.042,6.137666905
HD 27894,d,HD 27894 d,,5.2,,1.042,6.137666905
HD 28185,b,HD 28185 b,5662,4.5,,0.715,4.82152407
HD 28254,b,HD 28254 b,5664,4.1,0.34,0.756,3.994063368
HD 285507,b,HD 285507 b,4503,5.45,,1.415,6.996598823
HD 285968,b,HD 285968 b,3679,6.2,-1.472,1.53,10.1562501
HD 28678,b,HD 28678 b,4972,4.8,,1.01,1.975742872
HD 29021,b,HD 29021 b,5560,4.5,,0.71,5.301791033
HD 290327,b,HD 290327 b,5505,4.8,,0.761,5.222084706
HD 2952,b,HD 2952 b,4844,5,,1.038,0.706171399
HD 30177,b,HD 30177 b,5556,4.8,,0.807,4.645503867
HD 30177,c,HD 30177 c,5556,4.8,,0.807,4.645503867
HD 30562,b,HD 30562 b,5882,3.8,,0.62,3.690151789
HD 30669,b,HD 30669 b,5400,4.9,,0.82,5.326819459
HD 30856,b,HD 30856 b,4895,5,,0.961,2.312071125
HD 31253,b,HD 31253 b,6130,3.8,,0.58,3.306893168
HD 31527,b,HD 31527 b,5898,4.2,0.079,0.61,4.558751806
HD 31527,c,HD 31527 c,5898,4.2,0.079,0.61,4.558751806
HD 31527,d,HD 31527 d,5898,4.2,0.079,0.61,4.558751806
HD 3167,b,HD 3167 b,5528,5,,0.826,5.562941531
HD 3167,c,HD 3167 c,5528,5,,0.826,5.562941531
HD 3167,d,HD 3167 d,5528,5,,0.826,5.562941531
HD 32518,b,HD 32518 b,4580,5.1,,1.109,0.979433422
HD 32963,b,HD 32963 b,5727,4.5,,0.6,4.69423554
HD 330075,b,HD 330075 b,5000,5.1,,0.898,6.050634771
HD 33142,b,HD 33142 b,4978,5,,0.95,2.531763559
HD 33142,c,HD 33142 c,4978,5,,0.95,2.531763559
HD 33283,b,HD 33283 b,5935,4.3,0.64,0.641,3.276376045
HD 33564,b,HD 33564 b,6250,3.7,,0.48,3.472007848
HD 33844,b,HD 33844 b,4861,5,,1.04,2.266544169
HD 33844,c,HD 33844 c,4861,5,,1.04,2.266544169
HD 34445,b,HD 34445 b,5879,4,,0.661,4.007141473
HD 34445,c,HD 34445 c,5879,4,,0.661,4.007141473
HD 34445,d,HD 34445 d,5879,4,,0.661,4.007141473
HD 34445,e,HD 34445 e,5879,4,,0.661,4.007141473
HD 34445,f,HD 34445 f,5879,4,,0.661,4.007141473
HD 34445,g,HD 34445 g,5879,4,,0.661,4.007141473
HD 35759,b,HD 35759 b,6060,4,,0.59,3.438309967
HD 3651,b,HD 3651 b,5221,5,,0.85,5.633385106
HD 37124,b,HD 37124 b,,4.4,,0.694,5.195388804
HD 37124,c,HD 37124 c,,4.4,,0.694,5.195388804
HD 37124,d,HD 37124 d,,4.4,,0.694,5.195388804
HD 37605,b,HD 37605 b,5329,5,-0.22,0.827,5.316452024
HD 37605,c,HD 37605 c,5329,5,-0.22,0.827,5.316452024
HD 38283,b,HD 38283 b,5981,4.05,,0.564,3.791375122
HD 38529,b,HD 38529 b,5541,4.4,,0.78,2.813170717
HD 38529,c,HD 38529 c,5541,4.4,,0.78,2.813170717
HD 38801,b,HD 38801 b,5207,5,,0.873,3.448626977
HD 39091,b,HD 39091 b,6037,4,0.16,0.6,4.360119043
HD 40307,b,HD 40307 b,4956,5.3,-0.639,0.94,6.610328618
HD 40307,c,HD 40307 c,4956,5.3,-0.639,0.94,6.610328618
HD 40307,d,HD 40307 d,4956,5.3,-0.639,0.94,6.610328618
HD 40307,f,HD 40307 f,4956,5.3,-0.639,0.94,6.610328618
HD 40307,g,HD 40307 g,4956,5.3,-0.639,0.94,6.610328618
HD 40956,b,HD 40956 b,4869,5,1.664,1.011,1.054774772
HD 40979,b,HD 40979 b,6165,3.8,,0.557,4.122778832
HD 41004 A,b,HD 41004 A b,5010,5.15,-0.187,0.887,5.48114327
HD 41004 B,b,HD 41004 B b,,6.2,,,
HD 4113,b,HD 4113 b,5688,4.5,0.086,0.726,4.76889363
HD 42012,b,HD 42012 b,5405,5,,0.79,5.593130452
HD 4203,b,HD 4203 b,5596,4.5,,0.758,4.129347688
HD 4203,c,HD 4203 c,5596,4.5,,0.758,4.129347688
HD 4208,b,HD 4208 b,5629,4.5,,0.66,5.107965504
HD 42618,b,HD 42618 b,5727,4.4,-0.009,0.657,4.983660689
HD 4308,b,HD 4308 b,5686,4.5,,0.65,4.844927514
HD 4313,b,HD 4313 b,4943,4.5,,0.966,2.14925207
HD 43197,b,HD 43197 b,5508,4.8,-0.137,0.817,5.227458026
HD 43691,b,HD 43691 b,6093,4,0.5,0.596,3.36231049
HD 44219,b,HD 44219 b,5752,4.2,0.26,0.687,4.177847318
HD 45184,b,HD 45184 b,5869,4.1,0.053,0.62,4.669763412
HD 45184,c,HD 45184 c,5869,4.1,0.053,0.62,4.669763412
HD 45350,b,HD 45350 b,5616,4.5,,0.745,4.527284574
HD 45364,b,HD 45364 b,5434,5,-0.244,0.72,5.379839121
HD 45364,c,HD 45364 c,5434,5,-0.244,0.72,5.379839121
HD 45652,b,HD 45652 b,5294,4.8,-0.2,0.846,5.386495153
HD 46375,b,HD 46375 b,5285,5.1,,0.884,5.557009152
HD 47186,b,HD 47186 b,5657,4.5,,0.733,4.755843661
HD 47186,c,HD 47186 c,5657,4.5,,0.733,4.755843661
HD 4732,b,HD 4732 b,4959,5,1.19,0.962,2.193325199
HD 4732,c,HD 4732 c,4959,5,1.19,0.962,2.193325199
HD 47366,b,HD 47366 b,4866,5.1,1.417,0.994,1.594550065
HD 47366,c,HD 47366 c,4866,5.1,1.417,0.994,1.594550065
HD 47536,b,HD 47536 b,4424,5.1,2.27,1.18,-0.198642665
HD 48265,b,HD 48265 b,5650,4.5,0.584,0.747,3.392710647
HD 4917,b,HD 4917 b,4802,5,,1.039,1.466469272
HD 49674,b,HD 49674 b,5602,4.5,,0.73,4.92811753
HD 50499,b,HD 50499 b,,4.1,,0.621,3.864751308
HD 50554,b,HD 50554 b,5987,3.8,0.143,0.57,4.369923126
HD 51608,b,HD 51608 b,5358,4.7,-0.244,0.77,5.460232628
HD 51608,c,HD 51608 c,5358,4.7,-0.244,0.77,5.460232628
HD 52265,b,HD 52265 b,6136,4,,0.57,3.913670023
HD 5319,b,HD 5319 b,4871,4.5,,0.985,2.765475743
HD 5319,c,HD 5319 c,4871,4.5,,0.985,2.765475743
HD 55696,b,HD 55696 b,6012,4,0.43,0.604,3.485355088
HD 5583,b,HD 5583 b,4830,,1.61,0.94,0.878038632
HD 5608,b,HD 5608 b,4877,5,,1.016,2.165012004
HD 564,b,HD 564 b,5902,4.25,,0.61,4.644176052
HD 5891,b,HD 5891 b,4673,4.5,,0.99,0.970068805
HD 59686 A,b,HD 59686 A b,4658,5.2,,1.126,0.512623213
HD 60532,b,HD 60532 b,6245,3.6,,,2.424397394
HD 60532,c,HD 60532 c,6245,3.6,,,2.424397394
HD 62509,b,HD 62509 b,4946,5,1.59,1,1.067397306
HD 63454,b,HD 63454 b,4812,5.4,,1.006,6.486565974
HD 63765,b,HD 63765 b,5449,4.9,,0.75,5.535911207
HD 6434,b,HD 6434 b,5769,4.25,,0.61,4.572658638
HD 65216,b,HD 65216 b,5612,4.5,,0.69,5.233755668
HD 65216,c,HD 65216 c,5612,4.5,,0.69,5.233755668
HD 66141,b,HD 66141 b,4323,5.2,2.24,1.25,0.212352091
HD 66428,b,HD 66428 b,5716,4.8,,0.709,4.621920895
HD 67087,b,HD 67087 b,6330,3.8,0.54,0.53,3.626306311
HD 67087,c,HD 67087 c,6330,3.8,0.54,0.53,3.626306311
HD 6718,b,HD 6718 b,5801,4.5,,0.662,4.752138278
HD 68402,b,HD 68402 b,5950,4.5,0.068,0.66,4.649526987
HD 68988,b,HD 68988 b,5932,4.2,,0.625,4.27513145
HD 69830,b,HD 69830 b,5385,5,-0.22,0.76,5.505051803
HD 69830,c,HD 69830 c,5385,5,-0.22,0.76,5.505051803
HD 69830,d,HD 69830 d,5385,5,-0.22,0.76,5.505051803
HD 70573,b,HD 70573 b,5737,4.12,,0.928,8.124419
HD 70642,b,HD 70642 b,5665,4.5,,0.71,4.845661898
HD 7199,b,HD 7199 b,5371,5,,0.865,5.234057084
HD 72490,b,HD 72490 b,4934,4.5,,0.912,2.304574991
HD 72659,b,HD 72659 b,5932,4.2,,0.612,3.905184405
HD 72892,b,HD 72892 b,5688,4.5,0.146,0.686,4.519939744
HD 73267,b,HD 73267 b,5317,4.5,-0.106,0.806,5.201742781
HD 73526,b,HD 73526 b,5601,4.6,,0.733,4.025754218
HD 73526,c,HD 73526 c,5601,4.6,,0.733,4.025754218
HD 73534,b,HD 73534 b,4917,4.5,,0.962,3.687574906
HD 74156,b,HD 74156 b,6068,4,,0.581,3.56283741
HD 74156,c,HD 74156 c,6068,4,,0.581,3.56283741
HD 7449,b,HD 7449 b,6024,4,,0.594,4.543884143
HD 75289,b,HD 75289 b,6117,4,,0.578,4.027552263
HD 75784,b,HD 75784 b,4867,4.5,,0.99,3.655216315
HD 75784,c,HD 75784 c,4867,4.5,,0.99,3.655216315
HD 75898,b,HD 75898 b,5963,4,0.46,0.626,3.563133349
HD 76700,b,HD 76700 b,5644,4.6,,0.722,4.228706833
HD 76920,b,HD 76920 b,4698,5.1,1.38,1.113,1.483490166
HD 77338,b,HD 77338 b,5341,5,,0.876,5.277210842
HD 7924,b,HD 7924 b,5131,5.05,,0.826,6.055870043
HD 7924,c,HD 7924 c,5131,5.05,,0.826,6.055870043
HD 7924,d,HD 7924 d,5131,5.05,,0.826,6.055870043
HD 79498,b,HD 79498 b,5748,4.5,0.03,0.693,4.5990196
HD 80606,b,HD 80606 b,5561,4.5,,0.778,4.883628854
HD 81040,b,HD 81040 b,5755,4.25,,0.68,5.032793583
HD 81688,b,HD 81688 b,4753,4.5,1.857,0.996,0.722528658
HD 82886,b,HD 82886 b,4953,4,,0.864,2.25210848
HD 82943,b,HD 82943 b,6016,4.25,,0.62,4.324667967
HD 82943,c,HD 82943 c,6016,4.25,,0.62,4.324667967
HD 83443,b,HD 83443 b,5442,5.05,,0.831,5.16073047
HD 8535,b,HD 8535 b,6136,4,,0.553,4.099203483
HD 85390,b,HD 85390 b,5186,5.1,,0.846,5.896890239
HD 85512,b,HD 85512 b,4300,5.5,,1.156,7.408454502
HD 8574,b,HD 8574 b,6064,3.8,,0.574,3.884888653
HD 86081,b,HD 86081 b,5939,3.8,0.38,0.664,3.639827986
HD 86226,b,HD 86226 b,5903,4.2,0.025,0.632,4.630519199
HD 86264,b,HD 86264 b,6210,3.7,0.66,0.511,3.246372287
HD 8673,b,HD 8673 b,6472,3.5,,0.474,3.41680395
HD 86950,b,HD 86950 b,4805,5.1,1.56,1.09,1.319566477
HD 87646,b,HD 87646 b,5770,4,,0.661,2.345598431
HD 87883,b,HD 87883 b,4915,5.25,,0.99,6.237744551
HD 88133,b,HD 88133 b,5392,4.5,,0.81,3.670601083
HD 89307,b,HD 89307 b,5955,4,,0.59,4.480537463
HD 89345,b,HD 89345 b,5576,4.5,0.425,0.772,3.760009625
HD 89744,b,HD 89744 b,6291,3.7,,0.529,2.764676965
